,Llama2,Llama2 + GPTCache,Llama2 + FedGPTCache,Llama2 + FedGPTCache (albert),GPTCache-Predicted,FedGptCache-Predicted,FedGptCache-Predicted (albert),Actual Labels,Sampling
0,1.0278148651123047,1.0440850257873535,1.0501551628112793,1.0413298606872559,1,1,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
1,1.0086348056793213,1.0343272686004639,1.0382814407348633,1.0340864658355713,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
2,0.818382740020752,0.8438124656677246,0.8480961322784424,0.8435847759246826,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
3,0.9839878082275391,1.009674310684204,1.0136220455169678,1.0093786716461182,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
4,0.7014856338500977,0.7270746231079102,0.7310225963592529,0.7266132831573486,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
5,0.9125440120697021,0.9383113384246826,0.9424135684967041,0.9379925727844238,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
6,0.7243514060974121,0.7378110885620117,0.7539839744567871,0.749547004699707,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
7,0.9123599529266357,0.9377336502075195,0.9420840740203857,0.9378585815429688,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
8,0.9336092472076416,0.9592037200927734,0.9633922576904297,0.9589354991912842,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
9,0.9100461006164551,0.9353516101837158,0.93992018699646,0.9352831840515137,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
10,0.026347637176513672,0.061017513275146484,0.055902719497680664,0.05160641670227051,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
11,0.9812655448913574,0.9953827857971191,1.004216194152832,0.995511531829834,1,1,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
12,0.7941091060638428,0.8076226711273193,0.8163344860076904,0.80771803855896,1,1,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
13,0.8651278018951416,0.8902578353881836,0.8950529098510742,0.8901641368865967,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
14,0.9121363162994385,0.937474250793457,0.9418911933898926,0.9374926090240479,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
15,0.9837596416473389,1.0092296600341797,1.0134878158569336,1.009314775466919,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
16,0.6559205055236816,0.6815392971038818,0.685175895690918,0.6812615394592285,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
17,0.9140329360961914,0.9280247688293457,0.9371647834777832,0.9283666610717773,1,1,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
18,0.93644118309021,0.9618208408355713,0.9663782119750977,0.960188627243042,0,0,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
19,0.9833507537841797,0.9972405433654785,1.0062599182128906,0.9972920417785645,1,1,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
20,0.7716836929321289,0.7851238250732422,0.8046350479125977,0.7958598136901855,1,1,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
21,0.7486860752105713,0.7740299701690674,0.778165340423584,0.7739038467407227,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
22,0.8423831462860107,0.8564817905426025,0.8723354339599609,0.8678607940673828,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
23,0.46910619735717773,0.4944641590118408,0.4988269805908203,0.4944133758544922,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
24,1.0301783084869385,1.0441710948944092,1.059847354888916,1.055617332458496,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
25,0.7016241550445557,0.7270169258117676,0.731086015701294,0.7268035411834717,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
26,0.7031428813934326,0.7286128997802734,0.7326526641845703,0.728440523147583,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
27,1.0315635204315186,1.0454962253570557,1.054455041885376,1.0459353923797607,1,1,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
28,0.35759425163269043,0.38295531272888184,0.3872263431549072,0.3828575611114502,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
29,1.007145643234253,1.0326075553894043,1.0369467735290527,1.0323152542114258,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
30,0.8661274909973145,0.8916079998016357,0.8956427574157715,0.8913271427154541,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
31,0.864302396774292,0.8897175788879395,0.8940098285675049,0.8896746635437012,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
32,0.9806203842163086,0.9944267272949219,1.0037345886230469,1.006136178970337,1,1,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
33,0.44444823265075684,0.4583117961883545,0.46744465827941895,0.46967434883117676,1,1,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
34,0.9789638519287109,0.9934787750244141,1.0020933151245117,0.9935727119445801,1,1,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
35,0.884979248046875,0.9105660915374756,0.9147140979766846,0.9101884365081787,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
36,0.9335417747497559,0.9590048789978027,0.9632666110992432,0.9590187072753906,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
37,0.9560546875,0.9813809394836426,0.9855506420135498,0.9814276695251465,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
38,0.8641433715820312,0.8898336887359619,0.8937826156616211,0.8893961906433105,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
39,0.8165192604064941,0.8307795524597168,0.8462722301483154,0.8313913345336914,1,0,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
40,0.9559366703033447,0.9814465045928955,0.9857172966003418,0.981351375579834,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
41,0.23393702507019043,0.25956130027770996,0.2632277011871338,0.2595808506011963,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
42,1.0267689228057861,1.0409324169158936,1.056164264678955,1.0519304275512695,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
43,0.8626790046691895,0.8769903182983398,0.8926594257354736,0.8879969120025635,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
44,0.28083372116088867,0.30617237091064453,0.31026124954223633,0.306063175201416,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
45,0.8847939968109131,0.9101097583770752,0.9143850803375244,0.9102966785430908,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
46,0.9092698097229004,0.9237022399902344,0.9387009143829346,0.9241170883178711,1,0,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
47,0.7910017967224121,0.816664457321167,0.8205418586730957,0.8161506652832031,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
48,0.5370562076568604,0.5624363422393799,0.5665388107299805,0.562300443649292,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
49,0.6052591800689697,0.6194403171539307,0.6344928741455078,0.6305277347564697,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
50,0.5588254928588867,0.5841813087463379,0.5882506370544434,0.5842657089233398,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
51,0.838599443435669,0.8841192722320557,0.8683533668518066,0.8639895915985107,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
52,0.9308955669403076,0.9563007354736328,0.9605550765991211,0.9561502933502197,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
53,0.48889923095703125,0.5141785144805908,0.5183150768280029,0.5141961574554443,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
54,0.9107661247253418,0.9253125190734863,0.9404563903808594,0.9360744953155518,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
55,0.8180246353149414,0.8321175575256348,0.8409957885742188,0.8330020904541016,1,1,1,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
56,0.6073703765869141,0.6216692924499512,0.6369960308074951,0.6323878765106201,1,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
57,0.7467317581176758,0.7721085548400879,0.7760906219482422,0.7721428871154785,0,0,0,0,"is_duplicate
0    1400
1     600
Name: count, dtype: int64"
