AP,F1,Precision,Recall,Accuracy,Threshold,Avg. Time,Cache Type,Model,Key,Sampling
0.4685408953791307,0.6666666666666666,0.5,1.0,0.5,0.0,0.08454005718231201,llama2,llama2,---,"[0 1]:[10 10], Total:20"
0.9484848484848484,0.6666666666666666,0.5,1.0,0.5,0.0,0.024457311630249022,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
0.9909090909090909,0.6666666666666666,0.5,1.0,0.5,0.0,0.0020068764686584474,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
0.4685408953791307,0.6666666666666666,0.5,1.0,0.5,0.1,0.0793797254562378,llama2,llama2,---,"[0 1]:[10 10], Total:20"
0.9484848484848484,0.6896551724137931,0.5263157894736842,1.0,0.55,0.1,0.0012160539627075195,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
0.9909090909090909,0.6896551724137931,0.5263157894736842,1.0,0.55,0.1,0.0017424941062927247,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
0.4685408953791307,0.6666666666666666,0.5,1.0,0.5,0.2,0.0794203519821167,llama2,llama2,---,"[0 1]:[10 10], Total:20"
0.9484848484848484,0.6896551724137931,0.5263157894736842,1.0,0.55,0.2,0.0012222766876220704,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
0.9909090909090909,0.6896551724137931,0.5263157894736842,1.0,0.55,0.2,0.001752471923828125,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
0.4685408953791307,0.6666666666666666,0.5,1.0,0.5,0.3,0.079474937915802,llama2,llama2,---,"[0 1]:[10 10], Total:20"
0.9484848484848484,0.7142857142857143,0.5555555555555556,1.0,0.6,0.3,0.0012306571006774902,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
0.9909090909090909,0.7142857142857143,0.5555555555555556,1.0,0.6,0.3,0.0017673969268798828,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
0.4685408953791307,0.6666666666666666,0.5,1.0,0.5,0.4,0.07950402498245239,llama2,llama2,---,"[0 1]:[10 10], Total:20"
0.9484848484848484,0.7407407407407407,0.5882352941176471,1.0,0.65,0.4,0.001234281063079834,FedGPTCache-albert,albert,15th:tname-paraphrase-albert-small-v2-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
0.9909090909090909,0.7407407407407407,0.5882352941176471,1.0,0.65,0.4,0.0017592310905456543,FedGPTCache-mpnet,mpnet,15th:tname-multi-qa-mpnet-base-cos-v1-dname-dgptcache-clients_per_round-4-num_clients-20-batch_size-128-device-cuda-client_epochs-6-num_rounds-50-loss_type-both-mnr-contrastive-,"[0 1]:[10 10], Total:20"
